sentence_id,text,voice,condition,path,source_dataset,record_id,speaker,location_name,text_code
af2,네. 학생들에게는 정말 반가운 소식이겠네요. 구체적으로 어떤 실험을 하게 됩니까?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00026.wav,deeply,sub100121a00026,a,AnechoicChamber,af2
af2,네. 학생들에게는 정말 반가운 소식이겠네요. 구체적으로 어떤 실험을 하게 됩니까?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00026.wav,deeply,sub100122a00026,a,AnechoicChamber,af2
af2,네. 학생들에게는 정말 반가운 소식이겠네요. 구체적으로 어떤 실험을 하게 됩니까?,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00026.wav,deeply,sub100100a00026,a,AirbnbStudio,af2
af3,그럼 지금 좀 보여 드리죠.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00027.wav,deeply,sub100120a00027,a,AnechoicChamber,af3
af3,그럼 지금 좀 보여 드리죠.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00027.wav,deeply,sub100121a00027,a,AnechoicChamber,af3
af3,그럼 지금 좀 보여 드리죠.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00027.wav,deeply,sub100122a00027,a,AnechoicChamber,af3
af3,그럼 지금 좀 보여 드리죠.,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00027.wav,deeply,sub100100a00027,a,AirbnbStudio,af3
ag0,다음으로 오늘 대회의 심사를 맡아 주실 분을 소개하겠습니다.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00028.wav,deeply,sub100120a00028,a,AnechoicChamber,ag0
ag0,다음으로 오늘 대회의 심사를 맡아 주실 분을 소개하겠습니다.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00028.wav,deeply,sub100121a00028,a,AnechoicChamber,ag0
ag0,다음으로 오늘 대회의 심사를 맡아 주실 분을 소개하겠습니다.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00028.wav,deeply,sub100122a00028,a,AnechoicChamber,ag0
ag0,다음으로 오늘 대회의 심사를 맡아 주실 분을 소개하겠습니다.,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00028.wav,deeply,sub100100a00028,a,AirbnbStudio,ag0
ag1,안녕하십니까? 이런 이름 높은 대회에 심사를 맡게 돼 영광입니다.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00029.wav,deeply,sub100120a00029,a,AnechoicChamber,ag1
ag1,안녕하십니까? 이런 이름 높은 대회에 심사를 맡게 돼 영광입니다.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00029.wav,deeply,sub100121a00029,a,AnechoicChamber,ag1
ag1,안녕하십니까? 이런 이름 높은 대회에 심사를 맡게 돼 영광입니다.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00029.wav,deeply,sub100122a00029,a,AnechoicChamber,ag1
ag1,안녕하십니까? 이런 이름 높은 대회에 심사를 맡게 돼 영광입니다.,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00029.wav,deeply,sub100100a00029,a,AirbnbStudio,ag1
ag2,네. 오늘 심사에서 어떤 부분에 가장 중점을 둘 생각이십니까?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00030.wav,deeply,sub100120a00030,a,AnechoicChamber,ag2
ag2,네. 오늘 심사에서 어떤 부분에 가장 중점을 둘 생각이십니까?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00030.wav,deeply,sub100121a00030,a,AnechoicChamber,ag2
ag2,네. 오늘 심사에서 어떤 부분에 가장 중점을 둘 생각이십니까?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00030.wav,deeply,sub100122a00030,a,AnechoicChamber,ag2
ag2,네. 오늘 심사에서 어떤 부분에 가장 중점을 둘 생각이십니까?,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00030.wav,deeply,sub100100a00030,a,AirbnbStudio,ag2
ag3,무엇보다 작품의 창의성이 가장 중요하다고 봅니다.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00031.wav,deeply,sub100120a00031,a,AnechoicChamber,ag3
ag3,무엇보다 작품의 창의성이 가장 중요하다고 봅니다.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00031.wav,deeply,sub100121a00031,a,AnechoicChamber,ag3
ag3,무엇보다 작품의 창의성이 가장 중요하다고 봅니다.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00031.wav,deeply,sub100122a00031,a,AnechoicChamber,ag3
ag3,무엇보다 작품의 창의성이 가장 중요하다고 봅니다.,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00031.wav,deeply,sub100100a00031,a,AirbnbStudio,ag3
ah0,저 같은 신입 사원도 큰돈을 장만할 수 있을까요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00032.wav,deeply,sub100120a00032,a,AnechoicChamber,ah0
ah0,저 같은 신입 사원도 큰돈을 장만할 수 있을까요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00032.wav,deeply,sub100121a00032,a,AnechoicChamber,ah0
ah0,저 같은 신입 사원도 큰돈을 장만할 수 있을까요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00032.wav,deeply,sub100122a00032,a,AnechoicChamber,ah0
ah0,저 같은 신입 사원도 큰돈을 장만할 수 있을까요?,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00032.wav,deeply,sub100100a00032,a,AirbnbStudio,ah0
ah1,현재 저축은 하고 계세요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00033.wav,deeply,sub100120a00033,a,AnechoicChamber,ah1
ah1,현재 저축은 하고 계세요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00033.wav,deeply,sub100121a00033,a,AnechoicChamber,ah1
ah1,현재 저축은 하고 계세요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00033.wav,deeply,sub100122a00033,a,AnechoicChamber,ah1
ah1,현재 저축은 하고 계세요?,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00033.wav,deeply,sub100100a00033,a,AirbnbStudio,ah1
ah2,아니요. 월급 대부분을 생활비로 쓰느라 저축은 생각도 못 해요.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00034.wav,deeply,sub100120a00034,a,AnechoicChamber,ah2
ah2,아니요. 월급 대부분을 생활비로 쓰느라 저축은 생각도 못 해요.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00034.wav,deeply,sub100121a00034,a,AnechoicChamber,ah2
ah2,아니요. 월급 대부분을 생활비로 쓰느라 저축은 생각도 못 해요.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00034.wav,deeply,sub100122a00034,a,AnechoicChamber,ah2
ah2,아니요. 월급 대부분을 생활비로 쓰느라 저축은 생각도 못 해요.,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00034.wav,deeply,sub100100a00034,a,AirbnbStudio,ah2
ah3,정말 큰돈을 만들고 싶다면 지금 당장 천 원이라도 저축하세요. 그리고 꾸준히 저축해 나가면 머지않아 큰돈을 만들 수 있습니다.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00035.wav,deeply,sub100120a00035,a,AnechoicChamber,ah3
ah3,정말 큰돈을 만들고 싶다면 지금 당장 천 원이라도 저축하세요. 그리고 꾸준히 저축해 나가면 머지않아 큰돈을 만들 수 있습니다.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00035.wav,deeply,sub100121a00035,a,AnechoicChamber,ah3
ah3,정말 큰돈을 만들고 싶다면 지금 당장 천 원이라도 저축하세요. 그리고 꾸준히 저축해 나가면 머지않아 큰돈을 만들 수 있습니다.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00035.wav,deeply,sub100122a00035,a,AnechoicChamber,ah3
ah3,정말 큰돈을 만들고 싶다면 지금 당장 천 원이라도 저축하세요. 그리고 꾸준히 저축해 나가면 머지않아 큰돈을 만들 수 있습니다.,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00035.wav,deeply,sub100100a00035,a,AirbnbStudio,ah3
ai0,"필기시험은 늘 합격하는데, 면접만 보면 꼭 떨어지네.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00036.wav,deeply,sub100120a00036,a,AnechoicChamber,ai0
ai0,"필기시험은 늘 합격하는데, 면접만 보면 꼭 떨어지네.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00036.wav,deeply,sub100121a00036,a,AnechoicChamber,ai0
ai0,"필기시험은 늘 합격하는데, 면접만 보면 꼭 떨어지네.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00036.wav,deeply,sub100122a00036,a,AnechoicChamber,ai0
ai0,"필기시험은 늘 합격하는데, 면접만 보면 꼭 떨어지네.",a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00036.wav,deeply,sub100100a00036,a,AirbnbStudio,ai0
ai1,면접에서 뭔가 이상하게 하는 거 아냐?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00037.wav,deeply,sub100120a00037,a,AnechoicChamber,ai1
ai1,면접에서 뭔가 이상하게 하는 거 아냐?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00037.wav,deeply,sub100121a00037,a,AnechoicChamber,ai1
ai1,면접에서 뭔가 이상하게 하는 거 아냐?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00037.wav,deeply,sub100122a00037,a,AnechoicChamber,ai1
ai1,면접에서 뭔가 이상하게 하는 거 아냐?,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00037.wav,deeply,sub100100a00037,a,AirbnbStudio,ai1
ai2,이상하게 하기는. 모범 답안을 외워서 대답하고 있는데.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00038.wav,deeply,sub100120a00038,a,AnechoicChamber,ai2
ai2,이상하게 하기는. 모범 답안을 외워서 대답하고 있는데.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00038.wav,deeply,sub100121a00038,a,AnechoicChamber,ai2
ai2,이상하게 하기는. 모범 답안을 외워서 대답하고 있는데.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00038.wav,deeply,sub100122a00038,a,AnechoicChamber,ai2
ai2,이상하게 하기는. 모범 답안을 외워서 대답하고 있는데.,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00038.wav,deeply,sub100100a00038,a,AirbnbStudio,ai2
ai3,그럴 줄 알았어. 요즘 면접관들은 그런 틀에 박힌 표현은 싫어한대.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00039.wav,deeply,sub100120a00039,a,AnechoicChamber,ai3
ai3,그럴 줄 알았어. 요즘 면접관들은 그런 틀에 박힌 표현은 싫어한대.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00039.wav,deeply,sub100121a00039,a,AnechoicChamber,ai3
ai3,그럴 줄 알았어. 요즘 면접관들은 그런 틀에 박힌 표현은 싫어한대.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00039.wav,deeply,sub100122a00039,a,AnechoicChamber,ai3
ai3,그럴 줄 알았어. 요즘 면접관들은 그런 틀에 박힌 표현은 싫어한대.,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00039.wav,deeply,sub100100a00039,a,AirbnbStudio,ai3
ai4,그래? 그래서 계속 떨어진 건가? 앞으로는 좀 바꿔야겠다.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00040.wav,deeply,sub100120a00040,a,AnechoicChamber,ai4
ai4,그래? 그래서 계속 떨어진 건가? 앞으로는 좀 바꿔야겠다.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00040.wav,deeply,sub100121a00040,a,AnechoicChamber,ai4
ai4,그래? 그래서 계속 떨어진 건가? 앞으로는 좀 바꿔야겠다.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00040.wav,deeply,sub100122a00040,a,AnechoicChamber,ai4
ai4,그래? 그래서 계속 떨어진 건가? 앞으로는 좀 바꿔야겠다.,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00040.wav,deeply,sub100100a00040,a,AirbnbStudio,ai4
aj0,안녕하세요? 신입 사원인데 제가 아직 사원증을 못 받아서요.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00041.wav,deeply,sub100120a00041,a,AnechoicChamber,aj0
aj0,안녕하세요? 신입 사원인데 제가 아직 사원증을 못 받아서요.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00041.wav,deeply,sub100121a00041,a,AnechoicChamber,aj0
aj0,안녕하세요? 신입 사원인데 제가 아직 사원증을 못 받아서요.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00041.wav,deeply,sub100122a00041,a,AnechoicChamber,aj0
aj0,안녕하세요? 신입 사원인데 제가 아직 사원증을 못 받아서요.,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00041.wav,deeply,sub100100a00041,a,AirbnbStudio,aj0
aj1,네. 신입 사원의 사원증은 2주 후에 나옵니다. 조금 더 기다리세요.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00042.wav,deeply,sub100120a00042,a,AnechoicChamber,aj1
aj1,네. 신입 사원의 사원증은 2주 후에 나옵니다. 조금 더 기다리세요.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00042.wav,deeply,sub100121a00042,a,AnechoicChamber,aj1
aj1,네. 신입 사원의 사원증은 2주 후에 나옵니다. 조금 더 기다리세요.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00042.wav,deeply,sub100122a00042,a,AnechoicChamber,aj1
aj1,네. 신입 사원의 사원증은 2주 후에 나옵니다. 조금 더 기다리세요.,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00042.wav,deeply,sub100100a00042,a,AirbnbStudio,aj1
aj2,"그럼, 지금은 자료실을 이용할 수 없나요?",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00043.wav,deeply,sub100120a00043,a,AnechoicChamber,aj2
aj2,"그럼, 지금은 자료실을 이용할 수 없나요?",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00043.wav,deeply,sub100121a00043,a,AnechoicChamber,aj2
aj2,"그럼, 지금은 자료실을 이용할 수 없나요?",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00043.wav,deeply,sub100122a00043,a,AnechoicChamber,aj2
aj2,"그럼, 지금은 자료실을 이용할 수 없나요?",a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00043.wav,deeply,sub100100a00043,a,AirbnbStudio,aj2
aj3,"아니요, 사원 번호를 말씀하시면 자료실 출입이 가능하고 자료를 빌릴 수도 있습니다.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00044.wav,deeply,sub100120a00044,a,AnechoicChamber,aj3
aj3,"아니요, 사원 번호를 말씀하시면 자료실 출입이 가능하고 자료를 빌릴 수도 있습니다.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00044.wav,deeply,sub100121a00044,a,AnechoicChamber,aj3
aj3,"아니요, 사원 번호를 말씀하시면 자료실 출입이 가능하고 자료를 빌릴 수도 있습니다.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00044.wav,deeply,sub100122a00044,a,AnechoicChamber,aj3
aj3,"아니요, 사원 번호를 말씀하시면 자료실 출입이 가능하고 자료를 빌릴 수도 있습니다.",a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00044.wav,deeply,sub100100a00044,a,AirbnbStudio,aj3
ak0,"자, 이쪽으로 오세요. 오늘은 이 상자들을 창고 안으로 옮기는 작업을 하겠습니다. 상자가 보기보다 무거우니까 조심하세요.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00045.wav,deeply,sub100120a00045,a,AnechoicChamber,ak0
ak0,"자, 이쪽으로 오세요. 오늘은 이 상자들을 창고 안으로 옮기는 작업을 하겠습니다. 상자가 보기보다 무거우니까 조심하세요.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00045.wav,deeply,sub100121a00045,a,AnechoicChamber,ak0
ak0,"자, 이쪽으로 오세요. 오늘은 이 상자들을 창고 안으로 옮기는 작업을 하겠습니다. 상자가 보기보다 무거우니까 조심하세요.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00045.wav,deeply,sub100122a00045,a,AnechoicChamber,ak0
ak0,"자, 이쪽으로 오세요. 오늘은 이 상자들을 창고 안으로 옮기는 작업을 하겠습니다. 상자가 보기보다 무거우니까 조심하세요.",a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00045.wav,deeply,sub100100a00045,a,AirbnbStudio,ak0
ak1,여기에 있는 이 상자를 모두 창고 안으로 옮길까요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00046.wav,deeply,sub100120a00046,a,AnechoicChamber,ak1
ak1,여기에 있는 이 상자를 모두 창고 안으로 옮길까요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00046.wav,deeply,sub100121a00046,a,AnechoicChamber,ak1
ak1,여기에 있는 이 상자를 모두 창고 안으로 옮길까요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00046.wav,deeply,sub100122a00046,a,AnechoicChamber,ak1
ak1,여기에 있는 이 상자를 모두 창고 안으로 옮길까요?,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00046.wav,deeply,sub100100a00046,a,AirbnbStudio,ak1
ak2,네. 큰 상자들은 창고 안쪽으로 가져가시고 작은 상자들은 창고 왼쪽에 있는 선반에 쌓아 주세요.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00047.wav,deeply,sub100120a00047,a,AnechoicChamber,ak2
ak2,네. 큰 상자들은 창고 안쪽으로 가져가시고 작은 상자들은 창고 왼쪽에 있는 선반에 쌓아 주세요.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00047.wav,deeply,sub100121a00047,a,AnechoicChamber,ak2
ak2,네. 큰 상자들은 창고 안쪽으로 가져가시고 작은 상자들은 창고 왼쪽에 있는 선반에 쌓아 주세요.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00047.wav,deeply,sub100122a00047,a,AnechoicChamber,ak2
ak2,네. 큰 상자들은 창고 안쪽으로 가져가시고 작은 상자들은 창고 왼쪽에 있는 선반에 쌓아 주세요.,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00047.wav,deeply,sub100100a00047,a,AirbnbStudio,ak2
ak3,알겠습니다. 조심해서 일하겠습니다.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00048.wav,deeply,sub100120a00048,a,AnechoicChamber,ak3
ak3,알겠습니다. 조심해서 일하겠습니다.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00048.wav,deeply,sub100121a00048,a,AnechoicChamber,ak3
ak3,알겠습니다. 조심해서 일하겠습니다.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00048.wav,deeply,sub100122a00048,a,AnechoicChamber,ak3
ak3,알겠습니다. 조심해서 일하겠습니다.,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00048.wav,deeply,sub100100a00048,a,AirbnbStudio,ak3
al0,"박사님, 요즘 서울의 인구가 어떻게 달라졌는지 말씀해주시겠습니까?",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00049.wav,deeply,sub100120a00049,a,AnechoicChamber,al0
al0,"박사님, 요즘 서울의 인구가 어떻게 달라졌는지 말씀해주시겠습니까?",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00049.wav,deeply,sub100121a00049,a,AnechoicChamber,al0
al0,"박사님, 요즘 서울의 인구가 어떻게 달라졌는지 말씀해주시겠습니까?",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00049.wav,deeply,sub100122a00049,a,AnechoicChamber,al0
al0,"박사님, 요즘 서울의 인구가 어떻게 달라졌는지 말씀해주시겠습니까?",a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00049.wav,deeply,sub100100a00049,a,AirbnbStudio,al0
al1,네. 그동안 늘어나기만 하던 서울의 인구가 년 전부터 줄어들기 시작했습니다.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00050.wav,deeply,sub100120a00050,a,AnechoicChamber,al1
al1,네. 그동안 늘어나기만 하던 서울의 인구가 년 전부터 줄어들기 시작했습니다.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00050.wav,deeply,sub100121a00050,a,AnechoicChamber,al1
al1,네. 그동안 늘어나기만 하던 서울의 인구가 년 전부터 줄어들기 시작했습니다.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00050.wav,deeply,sub100122a00050,a,AnechoicChamber,al1
al1,네. 그동안 늘어나기만 하던 서울의 인구가 년 전부터 줄어들기 시작했습니다.,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00050.wav,deeply,sub100100a00050,a,AirbnbStudio,al1
al2,"그런데 박사님, 인구가 줄었다고 하셨는데 제 생각에 서울은 예전보다 더 복잡한 것 같습니다.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00051.wav,deeply,sub100120a00051,a,AnechoicChamber,al2
al2,"그런데 박사님, 인구가 줄었다고 하셨는데 제 생각에 서울은 예전보다 더 복잡한 것 같습니다.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00051.wav,deeply,sub100121a00051,a,AnechoicChamber,al2
al2,"그런데 박사님, 인구가 줄었다고 하셨는데 제 생각에 서울은 예전보다 더 복잡한 것 같습니다.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00051.wav,deeply,sub100122a00051,a,AnechoicChamber,al2
al2,"그런데 박사님, 인구가 줄었다고 하셨는데 제 생각에 서울은 예전보다 더 복잡한 것 같습니다.",a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00051.wav,deeply,sub100100a00051,a,AirbnbStudio,al2
al3,거주 인구는 줄었습니다 그렇지만 서울로 출퇴근하는 인구는 줄어들지 않았습니다. 그래서 실제적으로 인구는 차이가 나지 않는 거죠.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00052.wav,deeply,sub100120a00052,a,AnechoicChamber,al3
al3,거주 인구는 줄었습니다 그렇지만 서울로 출퇴근하는 인구는 줄어들지 않았습니다. 그래서 실제적으로 인구는 차이가 나지 않는 거죠.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00052.wav,deeply,sub100121a00052,a,AnechoicChamber,al3
