sentence_id,text,voice,condition,path,source_dataset,record_id,speaker,location_name,text_code
al3,거주 인구는 줄었습니다 그렇지만 서울로 출퇴근하는 인구는 줄어들지 않았습니다. 그래서 실제적으로 인구는 차이가 나지 않는 거죠.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00052.wav,deeply,sub100122a00052,a,AnechoicChamber,al3
al3,거주 인구는 줄었습니다 그렇지만 서울로 출퇴근하는 인구는 줄어들지 않았습니다. 그래서 실제적으로 인구는 차이가 나지 않는 거죠.,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00052.wav,deeply,sub100100a00052,a,AirbnbStudio,al3
am0,어제 임원 회의에서 퇴근 시간을 정확하게 지키자는 이야기가 있었습니다.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00053.wav,deeply,sub100120a00053,a,AnechoicChamber,am0
am0,어제 임원 회의에서 퇴근 시간을 정확하게 지키자는 이야기가 있었습니다.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00053.wav,deeply,sub100121a00053,a,AnechoicChamber,am0
am0,어제 임원 회의에서 퇴근 시간을 정확하게 지키자는 이야기가 있었습니다.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00053.wav,deeply,sub100122a00053,a,AnechoicChamber,am0
am0,어제 임원 회의에서 퇴근 시간을 정확하게 지키자는 이야기가 있었습니다.,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00053.wav,deeply,sub100100a00053,a,AirbnbStudio,am0
am1,"맞습니다, 과장님. 사실 모두들 조금씩 늦게 퇴근하곤 하는데 그 시간에 일을 제대로 하는 경우는 없다고 생각합니다.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00054.wav,deeply,sub100120a00054,a,AnechoicChamber,am1
am1,"맞습니다, 과장님. 사실 모두들 조금씩 늦게 퇴근하곤 하는데 그 시간에 일을 제대로 하는 경우는 없다고 생각합니다.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00054.wav,deeply,sub100121a00054,a,AnechoicChamber,am1
am1,"맞습니다, 과장님. 사실 모두들 조금씩 늦게 퇴근하곤 하는데 그 시간에 일을 제대로 하는 경우는 없다고 생각합니다.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00054.wav,deeply,sub100122a00054,a,AnechoicChamber,am1
am1,"맞습니다, 과장님. 사실 모두들 조금씩 늦게 퇴근하곤 하는데 그 시간에 일을 제대로 하는 경우는 없다고 생각합니다.",a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00054.wav,deeply,sub100100a00054,a,AirbnbStudio,am1
am2,그렇지요. 근무 시간에 열심히 일하고 퇴근 시간을 정확하게 지키는 게 좋지요.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00055.wav,deeply,sub100120a00055,a,AnechoicChamber,am2
am2,그렇지요. 근무 시간에 열심히 일하고 퇴근 시간을 정확하게 지키는 게 좋지요.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00055.wav,deeply,sub100121a00055,a,AnechoicChamber,am2
am2,그렇지요. 근무 시간에 열심히 일하고 퇴근 시간을 정확하게 지키는 게 좋지요.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00055.wav,deeply,sub100122a00055,a,AnechoicChamber,am2
am2,그렇지요. 근무 시간에 열심히 일하고 퇴근 시간을 정확하게 지키는 게 좋지요.,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00055.wav,deeply,sub100100a00055,a,AirbnbStudio,am2
am3,"그럼, 일주일에 한 번 정도 퇴근 시간 분 후에 사무실 불이 자동으로 꺼지게 하면 어떨까요?",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00056.wav,deeply,sub100120a00056,a,AnechoicChamber,am3
am3,"그럼, 일주일에 한 번 정도 퇴근 시간 분 후에 사무실 불이 자동으로 꺼지게 하면 어떨까요?",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00056.wav,deeply,sub100121a00056,a,AnechoicChamber,am3
am3,"그럼, 일주일에 한 번 정도 퇴근 시간 분 후에 사무실 불이 자동으로 꺼지게 하면 어떨까요?",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00056.wav,deeply,sub100122a00056,a,AnechoicChamber,am3
am3,"그럼, 일주일에 한 번 정도 퇴근 시간 분 후에 사무실 불이 자동으로 꺼지게 하면 어떨까요?",a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00056.wav,deeply,sub100100a00056,a,AirbnbStudio,am3
am4,"그거 재미있는 생각이네요. 그럼, 구체적인 실천 방법에 대해 좀 더 의견을 모아서 회사에 건의해 보도록 합시다.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00057.wav,deeply,sub100120a00057,a,AnechoicChamber,am4
am4,"그거 재미있는 생각이네요. 그럼, 구체적인 실천 방법에 대해 좀 더 의견을 모아서 회사에 건의해 보도록 합시다.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00057.wav,deeply,sub100121a00057,a,AnechoicChamber,am4
am4,"그거 재미있는 생각이네요. 그럼, 구체적인 실천 방법에 대해 좀 더 의견을 모아서 회사에 건의해 보도록 합시다.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00057.wav,deeply,sub100122a00057,a,AnechoicChamber,am4
am4,"그거 재미있는 생각이네요. 그럼, 구체적인 실천 방법에 대해 좀 더 의견을 모아서 회사에 건의해 보도록 합시다.",a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00057.wav,deeply,sub100100a00057,a,AirbnbStudio,am4
an0,내일이 어머니 생신인데 어떤 선물을 사는 게 좋을까요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00058.wav,deeply,sub100120a00058,a,AnechoicChamber,an0
an0,내일이 어머니 생신인데 어떤 선물을 사는 게 좋을까요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00058.wav,deeply,sub100121a00058,a,AnechoicChamber,an0
an0,내일이 어머니 생신인데 어떤 선물을 사는 게 좋을까요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00058.wav,deeply,sub100122a00058,a,AnechoicChamber,an0
an0,내일이 어머니 생신인데 어떤 선물을 사는 게 좋을까요?,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00058.wav,deeply,sub100100a00058,a,AirbnbStudio,an0
an1,시계를 사 드리는 게 어때요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00059.wav,deeply,sub100120a00059,a,AnechoicChamber,an1
an1,시계를 사 드리는 게 어때요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00059.wav,deeply,sub100121a00059,a,AnechoicChamber,an1
an1,시계를 사 드리는 게 어때요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00059.wav,deeply,sub100122a00059,a,AnechoicChamber,an1
an1,시계를 사 드리는 게 어때요?,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00059.wav,deeply,sub100100a00059,a,AirbnbStudio,an1
an2,시계는 작년에 사 드렸어요. 다른 건 없을까요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00060.wav,deeply,sub100120a00060,a,AnechoicChamber,an2
an2,시계는 작년에 사 드렸어요. 다른 건 없을까요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00060.wav,deeply,sub100121a00060,a,AnechoicChamber,an2
an2,시계는 작년에 사 드렸어요. 다른 건 없을까요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00060.wav,deeply,sub100122a00060,a,AnechoicChamber,an2
an2,시계는 작년에 사 드렸어요. 다른 건 없을까요?,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00060.wav,deeply,sub100100a00060,a,AirbnbStudio,an2
an3,그럼 화장품이 어때요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00061.wav,deeply,sub100120a00061,a,AnechoicChamber,an3
an3,그럼 화장품이 어때요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00061.wav,deeply,sub100121a00061,a,AnechoicChamber,an3
an3,그럼 화장품이 어때요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00061.wav,deeply,sub100122a00061,a,AnechoicChamber,an3
an3,그럼 화장품이 어때요?,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00061.wav,deeply,sub100100a00061,a,AirbnbStudio,an3
ao0,"예, 호텔입니다.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00062.wav,deeply,sub100120a00062,a,AnechoicChamber,ao0
ao0,"예, 호텔입니다.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00062.wav,deeply,sub100121a00062,a,AnechoicChamber,ao0
ao0,"예, 호텔입니다.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00062.wav,deeply,sub100122a00062,a,AnechoicChamber,ao0
ao0,"예, 호텔입니다.",a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00062.wav,deeply,sub100100a00062,a,AirbnbStudio,ao0
ao1,이번 주말에 방이 있습니까?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00063.wav,deeply,sub100120a00063,a,AnechoicChamber,ao1
ao1,이번 주말에 방이 있습니까?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00063.wav,deeply,sub100121a00063,a,AnechoicChamber,ao1
ao1,이번 주말에 방이 있습니까?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00063.wav,deeply,sub100122a00063,a,AnechoicChamber,ao1
ao1,이번 주말에 방이 있습니까?,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00063.wav,deeply,sub100100a00063,a,AirbnbStudio,ao1
ao2,"네, 있습니다. 모두 몇 분이십니까?",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00064.wav,deeply,sub100120a00064,a,AnechoicChamber,ao2
ao2,"네, 있습니다. 모두 몇 분이십니까?",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00064.wav,deeply,sub100121a00064,a,AnechoicChamber,ao2
ao2,"네, 있습니다. 모두 몇 분이십니까?",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00064.wav,deeply,sub100122a00064,a,AnechoicChamber,ao2
ao2,"네, 있습니다. 모두 몇 분이십니까?",a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00064.wav,deeply,sub100100a00064,a,AirbnbStudio,ao2
ao3,어른 두 명과 아이 한 명입니다. 침대 방으로 예약해 주십시오.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00065.wav,deeply,sub100120a00065,a,AnechoicChamber,ao3
ao3,어른 두 명과 아이 한 명입니다. 침대 방으로 예약해 주십시오.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00065.wav,deeply,sub100121a00065,a,AnechoicChamber,ao3
ao3,어른 두 명과 아이 한 명입니다. 침대 방으로 예약해 주십시오.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00065.wav,deeply,sub100122a00065,a,AnechoicChamber,ao3
ao3,어른 두 명과 아이 한 명입니다. 침대 방으로 예약해 주십시오.,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00065.wav,deeply,sub100100a00065,a,AirbnbStudio,ao3
ao4,"네, 알겠습니다.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00066.wav,deeply,sub100120a00066,a,AnechoicChamber,ao4
ao4,"네, 알겠습니다.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00066.wav,deeply,sub100121a00066,a,AnechoicChamber,ao4
ao4,"네, 알겠습니다.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00066.wav,deeply,sub100122a00066,a,AnechoicChamber,ao4
ao4,"네, 알겠습니다.",a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00066.wav,deeply,sub100100a00066,a,AirbnbStudio,ao4
ap0,커피 한 잔 드시겠어요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00067.wav,deeply,sub100120a00067,a,AnechoicChamber,ap0
ap0,커피 한 잔 드시겠어요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00067.wav,deeply,sub100121a00067,a,AnechoicChamber,ap0
ap0,커피 한 잔 드시겠어요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00067.wav,deeply,sub100122a00067,a,AnechoicChamber,ap0
ap0,커피 한 잔 드시겠어요?,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00067.wav,deeply,sub100100a00067,a,AirbnbStudio,ap0
ap1,"아니요, 괜찮아요. 조금 전에 마셨어요.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00068.wav,deeply,sub100120a00068,a,AnechoicChamber,ap1
ap1,"아니요, 괜찮아요. 조금 전에 마셨어요.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00068.wav,deeply,sub100121a00068,a,AnechoicChamber,ap1
ap1,"아니요, 괜찮아요. 조금 전에 마셨어요.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00068.wav,deeply,sub100122a00068,a,AnechoicChamber,ap1
ap1,"아니요, 괜찮아요. 조금 전에 마셨어요.",a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00068.wav,deeply,sub100100a00068,a,AirbnbStudio,ap1
ap2,그럼 주스는 어떠세요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00069.wav,deeply,sub100120a00069,a,AnechoicChamber,ap2
ap2,그럼 주스는 어떠세요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00069.wav,deeply,sub100121a00069,a,AnechoicChamber,ap2
ap2,그럼 주스는 어떠세요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00069.wav,deeply,sub100122a00069,a,AnechoicChamber,ap2
ap2,그럼 주스는 어떠세요?,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00069.wav,deeply,sub100100a00069,a,AirbnbStudio,ap2
ap3,"네, 좋아요.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00070.wav,deeply,sub100120a00070,a,AnechoicChamber,ap3
ap3,"네, 좋아요.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00070.wav,deeply,sub100121a00070,a,AnechoicChamber,ap3
ap3,"네, 좋아요.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00070.wav,deeply,sub100122a00070,a,AnechoicChamber,ap3
ap3,"네, 좋아요.",a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00070.wav,deeply,sub100100a00070,a,AirbnbStudio,ap3
aq0,제가 한국 친구 집에 처음 가는데 어떤 선물을 가지고 가는 게 좋아요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00071.wav,deeply,sub100120a00071,a,AnechoicChamber,aq0
aq0,제가 한국 친구 집에 처음 가는데 어떤 선물을 가지고 가는 게 좋아요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00071.wav,deeply,sub100121a00071,a,AnechoicChamber,aq0
aq0,제가 한국 친구 집에 처음 가는데 어떤 선물을 가지고 가는 게 좋아요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00071.wav,deeply,sub100122a00071,a,AnechoicChamber,aq0
aq0,제가 한국 친구 집에 처음 가는데 어떤 선물을 가지고 가는 게 좋아요?,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00071.wav,deeply,sub100100a00071,a,AirbnbStudio,aq0
aq1,과일이나 케이크 같은 것이 좋아요.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00072.wav,deeply,sub100120a00072,a,AnechoicChamber,aq1
aq1,과일이나 케이크 같은 것이 좋아요.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00072.wav,deeply,sub100121a00072,a,AnechoicChamber,aq1
aq1,과일이나 케이크 같은 것이 좋아요.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00072.wav,deeply,sub100122a00072,a,AnechoicChamber,aq1
aq1,과일이나 케이크 같은 것이 좋아요.,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00072.wav,deeply,sub100100a00072,a,AirbnbStudio,aq1
aq2,집에 친구의 부모님이 계시는데 특별히 조심해야 할 것이 있어요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00073.wav,deeply,sub100120a00073,a,AnechoicChamber,aq2
aq2,집에 친구의 부모님이 계시는데 특별히 조심해야 할 것이 있어요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00073.wav,deeply,sub100121a00073,a,AnechoicChamber,aq2
aq2,집에 친구의 부모님이 계시는데 특별히 조심해야 할 것이 있어요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00073.wav,deeply,sub100122a00073,a,AnechoicChamber,aq2
aq2,집에 친구의 부모님이 계시는데 특별히 조심해야 할 것이 있어요?,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00073.wav,deeply,sub100100a00073,a,AirbnbStudio,aq2
aq3,식사를 할 때는 어른보다 먼저 먹으면 안 돼요. 그리고 식사 후에도 어른보다 먼저 일어나지 않는 게 좋아요.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00074.wav,deeply,sub100120a00074,a,AnechoicChamber,aq3
aq3,식사를 할 때는 어른보다 먼저 먹으면 안 돼요. 그리고 식사 후에도 어른보다 먼저 일어나지 않는 게 좋아요.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00074.wav,deeply,sub100121a00074,a,AnechoicChamber,aq3
aq3,식사를 할 때는 어른보다 먼저 먹으면 안 돼요. 그리고 식사 후에도 어른보다 먼저 일어나지 않는 게 좋아요.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00074.wav,deeply,sub100122a00074,a,AnechoicChamber,aq3
aq3,식사를 할 때는 어른보다 먼저 먹으면 안 돼요. 그리고 식사 후에도 어른보다 먼저 일어나지 않는 게 좋아요.,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00074.wav,deeply,sub100100a00074,a,AirbnbStudio,aq3
aq4,"네, 알겠습니다. 고마워요.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00075.wav,deeply,sub100120a00075,a,AnechoicChamber,aq4
aq4,"네, 알겠습니다. 고마워요.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00075.wav,deeply,sub100121a00075,a,AnechoicChamber,aq4
aq4,"네, 알겠습니다. 고마워요.",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00075.wav,deeply,sub100122a00075,a,AnechoicChamber,aq4
aq4,"네, 알겠습니다. 고마워요.",a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00075.wav,deeply,sub100100a00075,a,AirbnbStudio,aq4
ar0,이번 주 수요일에 시간 있어요? 얼마 전에 이사를 했는데 친구들과 파티를 하려고요.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00076.wav,deeply,sub100120a00076,a,AnechoicChamber,ar0
ar0,이번 주 수요일에 시간 있어요? 얼마 전에 이사를 했는데 친구들과 파티를 하려고요.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00076.wav,deeply,sub100121a00076,a,AnechoicChamber,ar0
ar0,이번 주 수요일에 시간 있어요? 얼마 전에 이사를 했는데 친구들과 파티를 하려고요.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00076.wav,deeply,sub100122a00076,a,AnechoicChamber,ar0
ar0,이번 주 수요일에 시간 있어요? 얼마 전에 이사를 했는데 친구들과 파티를 하려고요.,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00076.wav,deeply,sub100100a00076,a,AirbnbStudio,ar0
ar1,"네, 좋아요. 몇 시에 어디로 가면 돼요?",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00077.wav,deeply,sub100120a00077,a,AnechoicChamber,ar1
ar1,"네, 좋아요. 몇 시에 어디로 가면 돼요?",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00077.wav,deeply,sub100121a00077,a,AnechoicChamber,ar1
ar1,"네, 좋아요. 몇 시에 어디로 가면 돼요?",a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00077.wav,deeply,sub100122a00077,a,AnechoicChamber,ar1
ar1,"네, 좋아요. 몇 시에 어디로 가면 돼요?",a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00077.wav,deeply,sub100100a00077,a,AirbnbStudio,ar1
ar2,6시에 저희 집으로 오세요.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00078.wav,deeply,sub100120a00078,a,AnechoicChamber,ar2
ar2,6시에 저희 집으로 오세요.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00078.wav,deeply,sub100121a00078,a,AnechoicChamber,ar2
ar2,6시에 저희 집으로 오세요.,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00078.wav,deeply,sub100122a00078,a,AnechoicChamber,ar2
ar2,6시에 저희 집으로 오세요.,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00078.wav,deeply,sub100100a00078,a,AirbnbStudio,ar2
ar3,그런데 집이 어디예요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100120a00079.wav,deeply,sub100120a00079,a,AnechoicChamber,ar3
ar3,그런데 집이 어디예요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100121a00079.wav,deeply,sub100121a00079,a,AnechoicChamber,ar3
ar3,그런데 집이 어디예요?,a,AnechoicChamber,data/datasets/deeply/extracted/Dataset/AnechoicChamber/sub100122a00079.wav,deeply,sub100122a00079,a,AnechoicChamber,ar3
ar3,그런데 집이 어디예요?,a,AirbnbStudio,data/datasets/deeply/extracted/Dataset/AirbnbStudio/sub100100a00079.wav,deeply,sub100100a00079,a,AirbnbStudio,ar3
